Fecha,"USDMXN Curncy PX_LAST","USDMXN Curncy PX_LOW","USDMXN Curncy PX_HIGH","USDMXN Curncy PX_OPEN","USDMXNV1W Curncy PX_LAST","USDMXNV1M Curncy PX_LAST","USDMXNV2M Curncy PX_LAST","USDMXNV3M Curncy PX_LAST","USDMXNV6M Curncy PX_LAST","USDMXNV9M Curncy PX_LAST","USDMXNV1Y Curncy PX_LAST","USDMXN25R1W Curncy PX_LAST","USDMXN25R1M Curncy PX_LAST","USDMXN25R2M Curncy PX_LAST","USDMXN25R3M Curncy PX_LAST","USDMXN25R6M Curncy PX_LAST","USDMXN25R9M Curncy PX_LAST","USDMXN25R1Y Curncy PX_LAST","USDMXN25B1W Curncy PX_LAST","USDMXN25B1M Curncy PX_LAST","USDMXN25B2M Curncy PX_LAST","USDMXN25B3M Curncy PX_LAST","USDMXN25B6M Curncy PX_LAST","USDMXN25B9M Curncy PX_LAST","USDMXN25B1Y Curncy PX_LAST","USDMXN10R1W Curncy PX_LAST","USDMXN10R1M Curncy PX_LAST","USDMXN10R2M Curncy PX_LAST","USDMXN10R3M Curncy PX_LAST","USDMXN10R6M Curncy PX_LAST","USDMXN10R9M Curncy PX_LAST","USDMXN10R1Y Curncy PX_LAST","USDMXN10B1W Curncy PX_LAST","USDMXN10B1M Curncy PX_LAST","USDMXN10B2M Curncy PX_LAST","USDMXN10B3M Curncy PX_LAST","USDMXN10B6M Curncy PX_LAST","USDMXN10B9M Curncy PX_LAST","USDMXN10B1Y Curncy PX_LAST","MXN1W Curncy PX_LAST","MXN1M Curncy PX_LAST","MXN2M Curncy PX_LAST","MXN3M Curncy PX_LAST","MXN6M Curncy PX_LAST","MXN9M Curncy PX_LAST","MXN12M Curncy PX_LAST"
2010-03-18,12.5234,12.4283,12.5383,12.4553,9.075,9.435,9.765,10.05,10.965,11.5675,11.96,1.525,1.78,2.36,2.8,3.24,3.3475,3.48,0.39,0.43,0.505,0.605,0.74,0.8125,0.875,2.7775,3.5175,4.6275,5.46,6.2575,6.425,6.69,1.235,1.375,1.615,1.92,2.34,2.565,2.81,92,412,840,1260,2642.5,4155,5959.62
2010-03-19,12.5854,12.4962,12.6098,12.5234,9.89,10.155,10.295,10.42,11.16,11.755,12.085,1.5875,1.9125,2.435,2.8225,3.245,3.3475,3.485,0.375,0.435,0.51,0.595,0.735,0.815,0.89,2.9125,3.76,4.7625,5.47,6.275,6.4925,6.805,1.1675,1.345,1.58,1.86,2.28,2.51,2.76,95.5,427,855,1295,2701.25,4195,5969.88
2010-03-22,12.5354,12.533,12.6943,12.5553,10.505,10.475,10.52,10.64,11.295,11.915,12.212,1.48,2.0475,2.465,2.885,3.3125,3.4775,3.655,0.31,0.44,0.5,0.55,0.675,0.725,0.765,2.8775,3.81,4.7725,5.4075,6.38,6.9725,7.3775,1.105,1.61,1.815,2.045,2.395,2.56,2.715,94.5,440,831.25,1267.5,2655,4140,5753.75
2010-03-23,12.4788,12.4753,12.5589,12.5351,10.625,10.185,10.195,10.323,10.898,11.495,11.865,1.4475,1.935,2.4225,2.815,3.1875,3.2675,3.3625,0.32,0.415,0.485,0.5425,0.685,0.75,0.805,2.925,3.7575,4.8,5.4025,6.25,6.5575,6.8575,1.13,1.455,1.68,1.9375,2.3425,2.535,2.7275,143,413.75,810,1260,2657.5,4130,5717.5
2010-03-24,12.5857,12.4752,12.5951,12.4788,11.755,10.785,10.77,10.88,11.36,11.8625,12.17,1.98,2.08,2.535,2.875,3.1725,3.27,3.3925,0.48,0.51,0.5725,0.65,0.77,0.8375,0.9075,3.765,4.245,5.115,5.7275,6.315,6.5025,6.79,1.555,1.615,1.8125,2.065,2.395,2.58,2.8,130.25,408.75,817.5,1290,2685,4177.5,5874.88
2010-03-25,12.5655,12.4752,12.5929,12.5857,11.47,10.85,10.91,10.96,11.48,11.8775,12.15,1.89,2.0225,2.4675,2.8425,3.15,3.2375,3.3475,0.46,0.49,0.555,0.63,0.755,0.825,0.895,3.5625,4.1275,4.9725,5.615,6.2225,6.395,6.67,1.49,1.55,1.755,2.005,2.38,2.56,2.79,95,420,822.5,1291,2690,4200,5760
2010-03-26,12.4962,12.4861,12.5713,12.5655,10.76,10.525,10.66,10.795,11.462,11.97,12.235,1.5675,2,2.365,2.785,3.1525,3.245,3.3925,0.275,0.42,0.48,0.535,0.6725,0.73,0.765,3.14,3.93,4.81,5.41,6.3,6.6375,6.985,1.1225,1.52,1.745,1.99,2.3975,2.58,2.755,93.5,412.5,805,1280,2700,4202.5,5772.5
2010-03-29,12.4325,12.4134,12.5036,12.489,10.285,10.608,10.895,11.1,11.63,11.995,12.235,1.8375,2.1325,2.505,2.8775,3.165,3.2725,3.4125,0.415,0.465,0.53,0.625,0.745,0.815,0.88,3.3875,4.1475,4.8975,5.58,6.1225,6.325,6.61,1.32,1.43,1.69,1.95,2.32,2.555,2.79,83.5,378.75,760,1232.5,2625,4132.5,5698.75
2010-03-30,12.3684,12.355,12.4481,12.4329,9.445,10.055,10.465,10.708,11.495,11.975,12.32,1.6475,2.0975,2.455,2.835,3.145,3.2325,3.3375,0.34,0.43,0.495,0.555,0.6875,0.75,0.81,3.0375,4.02,4.79,5.36,6.08,6.445,6.7675,1.13,1.44,1.67,1.9175,2.3125,2.52,2.73,72.25,360,787.5,1227.5,2575,4055,5615
2010-03-31,12.365,12.2921,12.378,12.3702,8.965,9.705,10.055,10.26,11.14,11.675,11.98,1.75,2.1625,2.645,2.86,3.14,3.2375,3.3525,0.375,0.47,0.535,0.595,0.72,0.78,0.84,3.3625,4.1675,5.0925,5.545,6.2125,6.585,6.9025,1.275,1.5875,1.79,2.04,2.385,2.57,2.74,65,360,790.75,1218.75,2600,4068.75,5618.75
2010-04-01,12.3223,12.2891,12.3869,12.365,9.375,9.35,9.435,9.563,10.513,10.9825,11.487,1.715,2.14,2.6075,2.8675,3.16,3.255,3.3675,0.375,0.47,0.53,0.595,0.72,0.7825,0.845,3.3175,4.075,4.97,5.4975,6.155,6.4775,6.765,1.3,1.54,1.74,1.98,2.3025,2.495,2.7025,70,355,775,1200,2565,4010,5562.5
2010-04-02,12.3026,12.2844,12.3338,12.3223,9.045,9.635,10,10.22,11.1,11.6625,12.005,1.73,2.1475,2.62,2.875,3.155,3.2525,3.3725,0.38,0.475,0.54,0.61,0.73,0.79,0.85,3.35,4.1125,5.02,5.545,6.1825,6.495,6.78,1.32,1.59,1.79,2.025,2.34,2.545,2.74,70,NULL,775,1200,2555,NULL,5562.5
2010-04-05,12.2491,12.2477,12.3113,12.3105,9.045,9.477,9.92,10.215,11.032,11.57,11.955,1.6575,2.125,2.5225,2.77,3.065,3.1525,3.23,0.355,0.4425,0.5,0.555,0.685,0.735,0.8,3.09,4.125,4.875,5.3375,6.095,6.41,6.705,1.135,1.4825,1.69,1.92,2.275,2.485,2.7,65,348.75,746.25,1180,2525,3955,5480
2010-04-06,12.2179,12.2135,12.2829,12.2489,9.195,9.59,9.788,10.12,10.975,11.515,11.932,1.82,2.18,2.5925,2.8175,3.0775,3.15,3.2525,0.355,0.445,0.51,0.58,0.715,0.785,0.8575,3.3575,4.25,5.0325,5.4925,6.09,6.285,6.5675,1.13,1.345,1.575,1.85,2.2075,2.44,2.68,70.25,381,760.5,1182.5,2551.5,4001.25,5485
2010-04-07,12.2931,12.1995,12.3225,12.2176,9.1,9.62,9.833,10.163,11.007,11.6,11.955,1.755,2.1675,2.59,2.875,3.1075,3.185,3.2825,0.315,0.405,0.4625,0.5425,0.6525,0.725,0.795,3.24,4.0925,4.82,5.365,6.0825,6.44,6.73,1.01,1.35,1.5775,1.8675,2.2275,2.45,2.65,67,362.5,747.5,1170,2545,3945,5480
2010-04-08,12.2171,12.2111,12.3376,12.2931,9.53,9.76,10.045,10.267,11.095,11.585,12.003,1.78,2.235,2.6125,2.9125,3.12,3.19,3.2875,0.36,0.44,0.5025,0.585,0.705,0.78,0.855,3.335,4.27,4.9675,5.5425,6.075,6.285,6.5475,1.14,1.325,1.57,1.85,2.195,2.425,2.6625,72.5,350,762.5,1160,2475,3942.5,5475
2010-04-09,12.1871,12.183,12.2329,12.2171,9.295,9.625,9.95,10.225,10.98,11.5325,11.943,1.7725,2.21,2.6025,2.9225,3.1,3.165,3.255,0.36,0.435,0.505,0.59,0.705,0.785,0.8575,3.275,4.3125,5.02,5.605,6.09,6.27,6.525,1.13,1.33,1.57,1.85,2.2,2.4375,2.675,77.5,352.5,770,1170,2495,3940,5435
2010-04-12,12.1575,12.1511,12.233,12.2178,9.565,9.725,9.995,10.215,10.91,11.4075,11.845,1.7375,2.1975,2.575,2.9,3.085,3.1425,3.23,0.375,0.4475,0.51,0.59,0.71,0.7825,0.855,3.265,4.3025,4.995,5.57,6.085,6.235,6.47,1.195,1.355,1.58,1.84,2.21,2.4375,2.69,80.5,367.5,765,1170.75,2520,3970,5589.29
2010-04-13,12.1786,12.1547,12.2359,12.1575,9.37,9.64,9.89,10.135,10.915,11.51,11.95,1.7525,2.1925,2.585,2.9025,3.08,3.1325,3.2225,0.37,0.44,0.51,0.59,0.71,0.7825,0.855,3.2575,4.315,5.0225,5.5825,6.0775,6.2425,6.485,1.16,1.335,1.565,1.84,2.21,2.445,2.69,87.5,397.5,775,1180,2545,4045,5608.74
2010-04-14,12.2015,12.1357,12.2151,12.1785,9.225,9.475,9.755,10.055,10.87,11.415,11.88,1.775,2.195,2.58,2.9275,3.13,3.095,3.0725,0.445,0.505,0.56,0.655,0.76,0.82,0.875,3.2975,4.465,5.1175,5.69,6.1925,6.1775,6.3325,1.405,1.64,1.825,2.03,2.35,2.61,2.86,87.5,377.5,775,1180,2565,4045,5629.63
2010-04-15,12.1666,12.1564,12.2721,12.2015,8.96,9.675,10.125,10.387,11.075,11.45,11.778,1.425,2.0325,2.42,2.6625,2.7675,2.7875,2.86,0.225,0.405,0.4575,0.535,0.61,0.6775,0.7275,2.84,4.1425,4.9425,5.4975,6.38,6.6125,6.9275,0.995,1.6775,1.875,2.0975,2.455,2.675,2.8175,90.5,381.5,812.5,1215,2595,4065,5669.34
2010-04-16,12.2756,12.1433,12.3313,12.1666,10.075,9.86,9.995,10.185,11.02,11.505,11.935,1.625,2.12,2.48,2.7975,2.9725,3.0225,3.11,0.33,0.43,0.49,0.575,0.685,0.785,0.82,3.07,4.2475,4.9475,5.55,6.17,6.31,6.575,1.135,1.46,1.665,1.91,2.265,2.525,2.715,92.5,390,815,1225,2615,4095,5722.11
2010-04-19,12.2388,12.2352,12.3587,12.2866,10.675,10.34,10.47,10.605,11.19,11.625,12.01,1.6675,2.145,2.615,2.905,3.11,3.1825,3.3125,0.385,0.46,0.515,0.58,0.665,0.7925,0.765,3.2925,4.265,5.015,5.535,6.2775,6.64,6.915,1.345,1.675,1.865,2.09,2.41,2.6425,2.745,95.5,405,822.5,1250,2635,4125,5705
2010-04-20,12.2212,12.1977,12.2556,12.2389,10.142,10.075,10.24,10.45,11.028,11.5275,11.898,1.8375,2.2175,2.6025,2.94,3.1525,3.21,3.3,0.4675,0.515,0.575,0.65,0.7525,0.83,0.8825,3.5575,4.48,5.19,5.7925,6.2875,6.43,6.6325,1.5325,1.645,1.83,2.055,2.3375,2.54,2.745,95.5,430,820,1237.5,2615,4100,5603
2010-04-21,12.179,12.1552,12.2255,12.2212,9.93,9.78,10.045,10.285,10.915,11.4575,11.9,1.7825,2.15,2.43,2.66,2.815,2.8225,2.885,0.45,0.5075,0.56,0.63,0.735,0.815,0.87,3.365,4.445,5.1275,5.625,6.1325,6.15,6.32,1.45,1.63,1.815,2.04,2.34,2.58,2.815,94.5,418.5,822.5,1235,2605,4010,5522.5
2010-04-22,12.21,12.1695,12.2775,12.1793,10.085,10.61,10.69,10.815,11.38,11.775,12.075,1.84,2.1825,2.4825,2.7675,2.9875,3.075,3.19,0.485,0.52,0.575,0.645,0.75,0.82,0.89,3.49,4.3925,4.99,5.51,5.975,6.13,6.3875,1.565,1.61,1.795,2.0275,2.3,2.5,2.7425,94.5,415,850,1247.5,2585,4015,5590.78
2010-04-23,12.1795,12.1715,12.2412,12.21,10.11,9.955,10.09,10.193,10.89,11.46,11.85,1.9475,2.24,2.5175,2.7975,3.02,3.0975,3.2025,0.5,0.53,0.59,0.665,0.77,0.835,0.9075,3.725,4.5325,5.0925,5.6125,6.065,6.2325,6.495,1.56,1.61,1.815,2.065,2.325,2.53,2.7525,95.5,410,845,1245,2585,3982.5,5455
2010-04-26,12.1519,12.1305,12.1939,12.1825,9.535,9.755,10.025,10.13,10.895,11.43,11.85,1.8525,2.2225,2.52,2.79,3.01,3.08,3.195,0.4,0.46,0.52,0.59,0.71,0.7875,0.86,3.395,4.32,4.905,5.4125,5.8925,6.0525,6.315,1.225,1.33,1.56,1.815,2.15,2.385,2.645,87.5,380,800,1202.5,2495,3880,5435.31
2010-04-27,12.3801,12.1396,12.3916,12.1518,11.477,10.413,10.465,10.55,11.135,11.585,11.985,2.1625,2.2925,2.545,2.8075,3.06,3.1025,3.1875,0.435,0.465,0.525,0.6,0.72,0.795,0.865,3.94,4.4475,4.9625,5.44,5.96,6.085,6.295,1.33,1.355,1.575,1.85,2.165,2.395,2.655,86.5,372,799.75,1225.5,2548.5,3935,5452.5
2010-04-28,12.3438,12.2806,12.4594,12.3801,12.065,11.1,11.34,11.44,11.82,12.0425,12.29,2.7125,2.6975,2.975,3.0925,3.1925,3.2375,3.3025,0.48,0.495,0.56,0.63,0.74,0.81,0.875,4.9725,5.1575,5.6825,5.92,6.2025,6.345,6.515,1.36,1.38,1.605,1.885,2.195,2.415,2.67,90.5,372.5,810,1240,2545,4000,5450
2010-04-29,12.2055,12.1718,12.364,12.3438,10.75,10.28,10.295,10.55,11.075,11.6,11.99,2.4275,2.6075,2.88,3.0525,3.1875,3.24,3.3125,0.455,0.48,0.545,0.62,0.73,0.8075,0.875,4.46,4.98,5.49,5.84,6.165,6.335,6.52,1.255,1.32,1.54,1.835,2.155,2.39,2.655,88.5,395,825,1205,2560,3967.5,5515.65
2010-04-30,12.3109,12.1489,12.3165,12.2055,11.205,10.44,10.51,10.62,11.16,11.76,12.06,2.1475,2.4925,2.805,3.0425,3.2225,3.2325,3.355,0.4,0.465,0.525,0.59,0.675,0.74,0.795,4.0475,4.665,5.275,5.74,6.355,6.665,6.94,1.24,1.575,1.78,2.025,2.34,2.5325,2.72,89.5,395,802.5,1202,2555,3960,5405
2010-05-03,12.2628,12.2006,12.3172,12.2006,11.17,10.46,10.455,10.575,11.138,11.71,12.057,2.38,2.59,2.8625,3.06,3.2075,3.2375,3.3275,0.44,0.495,0.555,0.625,0.72,0.79,0.8575,4.5125,4.945,5.4775,5.8675,6.3,6.48,6.6975,1.3225,1.475,1.69,1.955,2.26,2.47,2.705,88,425,794.25,1203.75,2556.5,3990,5390
2010-05-04,12.545,12.2122,12.5526,12.2628,13.975,12.145,11.878,11.837,12.045,12.2725,12.49,2.65,2.8825,3.025,3.18,3.315,3.33,3.435,0.415,0.495,0.5475,0.6025,0.675,0.735,0.8025,4.58,5.165,5.6325,5.96,6.5125,6.8125,7.105,1.3,1.575,1.7875,2.0325,2.3475,2.525,2.7125,95,430,820,1260,2660,4065,5510
2010-05-05,12.7352,12.4932,12.7605,12.545,16.25,13.748,13.468,13.302,13.29,13.2825,13.292,3.4325,3.5075,3.5325,3.5425,3.5525,3.435,3.5625,0.4125,0.5025,0.555,0.615,0.695,0.7425,0.805,4.795,5.4375,5.91,6.16,6.775,7.0875,7.3225,1.3525,1.6375,1.865,2.125,2.46,2.615,2.7775,95.5,440,859.25,1343.5,2700,4130,5714.23
2010-05-06,12.9959,12.6696,13.3165,12.7352,20.833,16.542,15.472,15.205,14.863,14.7325,14.667,3.625,3.77,3.76,3.7525,3.735,3.6525,3.715,0.5075,0.5675,0.615,0.6625,0.7575,0.81,0.87,5.88,6.4125,6.63,6.735,7.0275,7.175,7.285,1.5375,1.6325,1.845,2.08,2.405,2.5775,2.8075,103,466.25,937.5,1378,2712.5,4187.5,5775
2010-05-07,12.8702,12.7726,13.116,12.9959,21.795,17.365,15.96,15.565,15.28,15.23,15.22,3.8625,4.2875,4.0975,4.0325,3.9575,3.595,3.9275,0.27,0.615,0.62,0.675,0.745,0.79,0.85,5.995,6.295,6.4275,6.565,7.065,7.4825,7.7075,1.565,1.945,2.065,2.33,2.65,2.7875,2.93,100.5,445,880,1340,2695,4130,5562.5
2010-05-10,12.4589,12.4547,12.9125,12.867,17.395,15.795,15.245,14.882,14.59,14.5175,14.48,4.4925,4.3325,4.095,3.93,3.8025,3.7575,3.7625,0.73,0.75,0.78,0.8225,0.905,0.9475,1.0075,8.3575,8.0525,7.7325,7.54,7.375,7.4425,7.48,1.815,1.82,2.065,2.3525,2.605,2.755,2.98,92.5,430,812.5,1247.5,2575,4005,5387.5
2010-05-11,12.5104,12.4363,12.5869,12.4595,16.365,14.56,14.18,13.903,13.753,13.8225,13.972,4.17,4.1225,4.0225,3.935,3.88,3.5575,3.8425,0.45,0.55,0.6,0.655,0.7375,0.7875,0.8475,6.0025,6.1775,6.4075,6.495,6.9275,7.3225,7.5225,1.34,1.645,1.92,2.2025,2.5425,2.7075,2.8775,97.5,445,842.5,1270,2625,4018.75,5515.96
2010-05-12,12.365,12.3618,12.5595,12.5105,13.835,13.265,13.35,13.48,13.665,13.73,13.845,4.025,4.02,3.9375,3.88,3.85,3.68,3.835,0.51,0.585,0.63,0.69,0.785,0.835,0.8975,6.5475,6.7025,6.78,6.825,7.0675,7.2975,7.4275,1.365,1.55,1.815,2.12,2.445,2.62,2.8275,102,437.5,850,1310,2615,3980,5479.36
2010-05-13,12.4306,12.3183,12.4314,12.365,13.415,12.9,12.985,13.005,13.105,13.0975,13.1,4.0125,4.0075,3.9325,3.88,3.86,3.7625,3.8575,0.605,0.655,0.685,0.735,0.82,0.8675,0.9225,7.065,7.1475,7.1425,7.14,7.27,7.405,7.4925,1.59,1.675,1.915,2.185,2.46,2.6075,2.8025,95,417,845.25,1245,2551,3955,5315
2010-05-14,12.5899,12.3971,12.6613,12.4306,17.56,15.385,14.54,14.048,13.805,13.7,13.597,4.585,4.575,4.44,4.26,4.065,4.0075,4,0.7325,0.745,0.82,0.87,0.92,0.9575,1.0125,8.48,8.5775,8.295,8.095,7.81,7.8875,7.915,1.755,1.855,2.0825,2.36,2.595,2.745,2.9275,93.5,426,842.5,1255,2579.69,3995,5421
2010-05-17,12.6011,12.5324,12.8434,12.5963,19.632,16.502,15.36,14.75,14.22,14.08,14.055,4.9575,4.96,4.7025,4.48,4.1725,3.775,4.115,0.4175,0.5775,0.665,0.715,0.7525,0.87,0.855,7.0325,7.125,7.125,7.14,7.285,7.645,7.83,1.4475,1.7525,1.975,2.255,2.5725,2.7925,2.8825,97.5,464,847.5,1287.5,2580,4055,5462.5
2010-05-18,12.745,12.51,12.795,12.6011,18.072,16.18,15.057,14.495,14.105,13.95,13.9,4.9475,4.9125,4.6625,4.4175,4.205,3.8775,4.165,0.515,0.6275,0.7025,0.755,0.805,0.84,0.9,7.5075,7.63,7.505,7.4125,7.5825,7.785,7.93,1.505,1.8075,2.0325,2.32,2.595,2.72,2.89,101,457,853.75,1280,2605,4052.5,5497.5
2010-05-19,12.8347,12.7202,12.9793,12.745,22.6,17.608,15.855,14.945,14.002,13.9225,14.055,5.84,6.1525,5.3675,4.855,4.5375,4.31,4.3275,0.82,0.9025,0.895,0.935,0.9875,1.0075,1.07,10.4125,10.84,9.7075,9.015,8.62,8.4725,8.4675,2.225,1.9625,2.3,2.605,2.7875,2.9475,3.115,106,453.75,860,1315,2605,4032.5,5520
2010-05-20,13.1457,12.7938,13.2298,12.8347,25.37,20.45,18.302,17.15,16.125,15.74,15.515,6.06,6.95,5.835,5.2125,4.84,4.535,4.4775,0.86,0.975,0.9375,0.99,1.045,1.06,1.115,10.855,12.01,10.65,9.64,9.1225,8.91,8.7775,2.35,1.99,2.3675,2.7,2.89,3.0625,3.24,128.5,470,940,1332.5,2615,4030,5603.11
2010-05-21,12.9491,12.9447,13.2061,13.1471,22.875,19.285,18.13,17.118,15.975,15.6125,15.498,5.3325,5.85,5.5175,5.02,4.7025,4.0175,4.4575,0.3,0.695,0.735,0.7775,0.835,0.8625,0.915,8.2725,8.3175,8.165,7.8125,8.045,8.255,8.3375,1.735,1.935,2.215,2.5125,2.79,2.9375,3.0675,115.5,497.5,970,1405,2675,4027.5,5475
2010-05-24,13.03,12.8723,13.0669,12.95,20.08,18.05,17.4,16.685,16.005,15.6625,15.375,6.115,6.125,5.545,5.0425,4.795,4.5375,4.5125,0.8425,0.865,0.935,0.98,1.045,1.0575,1.115,11.1225,10.9025,10.17,9.4225,9.095,8.9175,8.84,2.065,1.995,2.325,2.695,2.89,3.0275,3.185,115.5,520,947.5,1372.5,2642.5,3977.5,5397.82
2010-05-25,13.0444,13.0136,13.3849,13.03,23.333,20.345,18.513,17.118,16.125,15.7275,15.54,6.1975,6.405,5.845,5.6325,5.3325,4.68,4.9725,0.7075,0.795,0.8625,0.9,0.955,0.965,1.025,9.685,10.08,9.565,9.3775,9.295,9.3525,9.2425,1.84,1.935,2.2225,2.495,2.8,2.93,3.115,114.25,507.5,943.75,1386.25,2705,3958.75,5305
2010-05-26,13.1152,12.9261,13.1245,13.0444,19.425,18.302,17.205,16.455,15.623,15.245,15.042,5.575,5.805,5.5525,5.355,5,4.7975,4.7975,0.82,0.8425,0.905,1.005,1.05,1.06,1.115,10.1225,10.6025,10.26,10.0125,9.5025,9.42,9.345,1.995,2.02,2.24,2.58,2.8175,2.955,3.1225,109.5,502.5,920,1375,2685,3917.5,5262.5
2010-05-27,12.8138,12.773,13.1398,13.1152,17.833,17.208,16.48,15.833,15.462,15.3175,15.208,4.88,5.12,5.03,4.8125,4.66,4.0775,4.475,0.4525,0.645,0.705,0.7625,0.8275,0.8575,0.9075,7.0675,7.715,7.8875,7.7425,8.0225,8.28,8.325,1.5525,1.8225,2.065,2.3425,2.6775,2.8425,2.9975,99.75,415.5,890,1285,2555,3780,5223.53
2010-05-28,12.9604,12.7635,12.9754,12.8138,17.225,16.31,15.685,14.99,14.645,14.4875,14.378,5.15,5.285,5.0825,4.815,4.58,4.255,4.3525,0.7,0.805,0.85,0.89,0.9525,0.965,1.0125,8.6975,9.04,8.955,8.675,8.5325,8.5225,8.4225,1.79,1.91,2.19,2.43,2.725,2.8625,3.04,98.5,416.75,844.38,1265,2546,3796,5207.75
2010-05-31,12.9346,12.8657,12.957,12.9,17.995,16.435,15.6,14.96,14.677,14.5475,14.48,4.97,5.17,4.9825,4.6525,4.53,4.37,4.38,0.795,0.85,0.91,0.9125,1.0125,1.0275,1.085,9.055,9.305,9.275,9.015,8.7875,8.81,8.7775,2.08,2.065,2.37,2.625,2.8275,2.9375,3.0925,97.5,416,842.5,1265,2545,NULL,5120
2010-06-01,12.97,12.8472,13.0501,12.9346,17.505,16.545,15.82,15.21,14.71,14.46,14.363,4.84,4.98,4.9175,4.6875,4.52,4.3825,4.3425,0.76,0.785,0.885,0.945,1.015,1.04,1.0975,8.945,9.3575,9.1925,8.9,8.6675,8.65,8.61,2.01,2.03,2.3,2.605,2.82,2.975,3.1475,95.5,455,840,1260,2545,3805,5155
2010-06-02,12.7817,12.7718,12.9932,12.9721,16.625,15.85,15.26,14.858,14.545,14.3925,14.335,4.6475,4.96,4.8675,4.665,4.4575,4.325,4.29,0.735,0.775,0.86,0.92,1,1.0225,1.08,8.59,9.295,9.065,8.82,8.5125,8.48,8.445,1.96,1.955,2.22,2.505,2.76,2.9375,3.125,92.5,422.5,810,1270,2525,3775,5145
2010-06-03,12.7823,12.7175,12.8632,12.7819,15.565,14.865,14.525,14.275,14.085,14.01,13.975,4.2825,4.3225,4.28,4.17,3.955,3.4325,3.8125,0.35,0.56,0.635,0.6925,0.755,0.8,0.8425,5.8275,6.2375,6.6875,6.845,7.2875,7.5875,7.7625,1.365,1.925,2.1275,2.3625,2.6875,2.9,3.025,91.5,390.25,817.5,1210,2477.5,3742.5,5085
2010-06-04,12.9561,12.7306,13.0133,12.7801,17.21,16.02,15.49,15.03,14.63,14.43,14.275,4.4525,4.73,4.6625,4.5425,4.325,4.14,4.2575,0.645,0.72,0.79,0.85,0.915,0.945,0.99,7.76,8.35,8.39,8.315,8.1575,8.2025,8.28,1.83,2.03,2.235,2.49,2.715,2.865,3,93,399.75,825,1240,2535,3820,5180
2010-06-07,12.9641,12.857,13.0282,13.0045,16.95,15.823,15.483,14.943,14.618,14.4475,14.255,4.5,4.82,4.7025,4.595,4.3725,4.2375,4.2225,0.715,0.775,0.8475,0.9175,0.9975,1.025,1.08,8.2725,8.945,8.7925,8.6875,8.4,8.3825,8.395,1.885,2.01,2.2675,2.5725,2.8025,2.9625,3.125,96.5,412,830,1245,2535,3815,5220.75
2010-06-08,12.8826,12.8736,12.9938,12.964,15.775,15.077,14.855,14.695,14.445,14.29,14.212,4.4975,4.7725,4.7,4.625,4.45,4.335,4.3275,0.675,0.735,0.8,0.885,0.965,1,1.0575,8.235,8.745,8.735,8.665,8.4075,8.3375,8.3425,1.695,1.87,2.125,2.45,2.7025,2.8925,3.07,101.25,447.5,848.5,1266.5,2544.5,3845,5262.02
2010-06-09,12.8641,12.7863,12.889,12.8824,14.815,14.405,14.21,13.97,13.865,13.87,13.73,4.0875,4.43,4.5825,4.2375,4.0675,3.73,4.3075,0.415,0.595,0.665,0.74,0.82,0.85,0.91,6.055,6.875,6.9875,7.1,7.32,7.5025,7.6575,1.41,1.835,2.08,2.355,2.66,2.855,3.02,101.5,422.5,825,1255,2505,3805,5225
2010-06-10,12.6931,12.6814,12.8803,12.8642,13.51,13.725,13.7,13.595,13.52,13.44,13.38,4.1075,4.355,4.2175,4.15,3.9475,3.8325,3.8675,0.625,0.715,0.785,0.85,0.935,0.965,1.015,7.4275,7.9825,7.86,7.8475,7.6425,7.69,7.7525,1.625,1.895,2.155,2.455,2.7,2.86,3.015,100,390,820,1210,2445,3770,5155
2010-06-11,12.6548,12.649,12.7423,12.6919,13.23,13.585,13.585,13.48,13.48,13.345,13.31,3.9825,4.295,4.25,4.205,4.0725,3.7425,4.0325,0.4,0.58,0.645,0.71,0.785,0.82,0.875,5.9525,6.675,6.8775,7.005,7.2375,7.555,7.72,1.335,1.78,2.025,2.3,2.605,2.755,2.9,96,385.5,800,1200,2435,3752.5,5122
2010-06-14,12.6882,12.5663,12.7204,12.6552,13.275,13.43,13.385,13.33,13.35,13.2975,13.273,4.0375,4.295,4.24,4.1875,4.0175,3.9,3.935,0.625,0.715,0.775,0.84,0.92,0.945,0.9975,7.41,7.9575,7.925,7.9175,7.7075,7.71,7.755,1.645,1.9,2.13,2.395,2.645,2.81,2.9825,96.5,402.5,802.5,1222.5,2465,3755,5112.5
2010-06-15,12.5763,12.5703,12.723,12.6882,12.895,13.27,13.325,13.208,13.3,13.25,13.23,4.1125,4.2775,4.19,4.2125,3.9925,3.8975,3.915,0.575,0.665,0.7,0.7975,0.87,0.895,0.9425,7.635,7.9525,7.8375,7.86,7.5675,7.5575,7.5875,1.475,1.705,1.9,2.1875,2.44,2.6,2.765,96,430,809.25,1226.5,2475,3760,5152.5
2010-06-16,12.5985,12.5579,12.6474,12.5763,12.99,13.23,13.315,13.325,13.365,13.34,13.313,4.0925,4.26,4.1775,4.115,3.945,3.855,3.88,0.545,0.66,0.71,0.7775,0.875,0.91,0.965,7.435,7.8075,7.725,7.72,7.495,7.56,7.62,1.415,1.685,1.915,2.21,2.485,2.6525,2.82,100,420,817.5,1270,2505,3810,5213.75
